 from,to,value(ETH),timestamp
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.2900863,1/14/18 7:33 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.2884483,1/14/18 7:46 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.19977112,1/21/18 8:45 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29011841,1/21/18 8:52 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.19882612,1/21/18 8:55 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.28917341,1/21/18 9:02 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.2903038,1/26/18 4:31 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.2896738,1/26/18 4:42 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29000894,2/1/18 5:49 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.28843394,2/1/18 6:00 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.2901302,2/7/18 4:29 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.2893427,2/7/18 4:39 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.2900921,2/13/18 11:08 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.2894621,2/13/18 11:16 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29008939,2/19/18 6:07 AM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.28945939,2/19/18 6:19 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.21861805,3/4/18 9:54 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.21798805,3/4/18 10:02 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.19069332,3/7/18 6:47 AM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.19006332,3/7/18 8:02 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.51495943,4/13/18 10:41 AM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.51432943,4/13/18 10:48 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29007748,4/19/18 2:13 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.28944748,4/19/18 5:17 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29009479,4/24/18 11:28 AM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.29004439,4/24/18 11:44 AM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.290153,4/29/18 7:22 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.2900522,4/29/18 7:47 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x481a5f9e521f1925d2676029bb4c90669e8a4447,0.29006502,5/9/18 6:32 PM
0x481a5f9e521f1925d2676029bb4c90669e8a4447,0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,0.28964502,5/9/18 6:41 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,1,1/21/18 8:48 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.31127518,1/27/18 3:53 PM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.30727518,1/27/18 8:31 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.67062402,1/30/18 1:50 AM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,0.67020402,1/30/18 9:32 AM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.8400977,2/1/18 11:58 AM
0x5baeac0a0417a05733884852aa068b706967e790,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.17747722,2/3/18 11:46 AM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.01695492,2/3/18 5:11 PM
0x5baeac0a0417a05733884852aa068b706967e790,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.24150063,2/4/18 2:41 AM
0x5baeac0a0417a05733884852aa068b706967e790,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.23321283,2/8/18 8:04 AM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,1.06792375,2/11/18 2:16 PM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.54399621,2/11/18 2:29 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.31367629,2/17/18 4:05 PM
0x5baeac0a0417a05733884852aa068b706967e790,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.35627534,2/22/18 10:46 AM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.813,2/23/18 3:36 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.207455,3/4/18 4:43 AM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.69075463,3/4/18 10:07 AM
0x0975ca9f986eee35f5cbba2d672ad9bc8d2a0844,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.125084,4/7/18 2:32 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,1,4/10/18 6:28 PM
0x0975ca9f986eee35f5cbba2d672ad9bc8d2a0844,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.62709561,4/18/18 7:36 PM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.75319061,4/18/18 8:31 PM
0x5baeac0a0417a05733884852aa068b706967e790,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.24481708,4/20/18 11:56 AM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.994,4/30/18 10:39 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.994,5/1/18 7:49 AM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,2.23215408,5/1/18 12:15 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.624,5/2/18 12:03 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.994,5/3/18 10:10 AM
0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0x02bc8aa19de33e901e50fb4370210f5170256a71,1.618054,5/3/18 10:46 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.050007774,5/8/18 1:43 PM
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.351774,5/9/18 12:57 PM
0x0975ca9f986eee35f5cbba2d672ad9bc8d2a0844,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.13204775,5/9/18 5:50 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xed77d0a69ffa11ced8a85eadf1b5da336d0f467c,0.77218437,5/9/18 6:33 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200074166,1/30/18 1:48 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200393174,1/31/18 6:50 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.20038589,2/1/18 2:30 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xfa9cbb577c1fa08d0b8ab816a5315b61a2e2ae09,0.600412231,2/2/18 5:59 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200382344,2/3/18 2:10 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200466134,2/4/18 9:04 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xfa9cbb577c1fa08d0b8ab816a5315b61a2e2ae09,0.400407478,2/5/18 5:59 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200071604,2/6/18 3:35 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200542569,2/7/18 11:44 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x64e66e764a4b8b83b9b73b79067b4a5bbf6d5a3e,0.400173173,2/8/18 12:09 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200020932,2/8/18 8:44 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.20047534,2/10/18 5:22 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200444077,2/11/18 2:10 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.20040783,2/13/18 5:36 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200701101,2/14/18 4:04 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200649027,2/15/18 11:09 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xedf9a3ab37ae377e4075bdf5c7d4b04d9eb48d4f,1.202257307,2/16/18 4:13 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200373976,2/17/18 5:09 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200334687,2/18/18 10:44 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200688662,2/19/18 5:44 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xd0cc147c69d79d8d583e21d678bff5eb9ff340ef,0.6,2/19/18 11:10 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200295011,2/21/18 12:09 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200834852,2/22/18 6:38 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x9bbbcf8a0ce8fecc17bb682dba8eaa577cb28a54,0.401644118,2/22/18 9:59 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200149892,2/23/18 4:55 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200739818,2/25/18 3:48 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200453589,2/26/18 12:30 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200052613,2/27/18 10:18 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x9bbbcf8a0ce8fecc17bb682dba8eaa577cb28a54,0.800954912,2/27/18 10:40 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200228793,3/1/18 7:35 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.20084986,3/2/18 6:29 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200120456,3/4/18 4:25 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x615062b1d8869f989d7027326f5bbf78a4fc0f54,0.600758108,3/4/18 8:47 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200005252,3/5/18 3:35 PM
0x65e2c5175e2e618f48e70343b14c31b280e42d90,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,1.99897105,3/5/18 8:57 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x6d8d3f2fbd8d79193fef4c962673eec0c5637c3d,0.05848,3/5/18 9:13 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xfa9cbb577c1fa08d0b8ab816a5315b61a2e2ae09,2.139614302,3/6/18 10:46 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.20004467,3/7/18 12:36 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.200649436,3/8/18 10:58 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500257515,3/12/18 2:13 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x4c26fa277c12043139d7cf438148114066203ed6,0.04083,3/12/18 11:49 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500414768,3/15/18 11:21 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x9bbbcf8a0ce8fecc17bb682dba8eaa577cb28a54,1.359654389,3/15/18 4:37 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500933382,3/18/18 3:55 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500234409,3/21/18 11:35 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.50012291,3/25/18 7:44 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500559017,3/28/18 2:42 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500041167,3/31/18 8:42 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500227221,4/4/18 2:20 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.50030882,4/7/18 7:44 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500078274,4/10/18 1:07 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xfa9cbb577c1fa08d0b8ab816a5315b61a2e2ae09,4.002064199,4/13/18 12:30 AM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500503792,4/13/18 2:02 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500126924,4/17/18 2:34 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500208725,4/23/18 1:57 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xedf9a3ab37ae377e4075bdf5c7d4b04d9eb48d4f,1.50039844,4/23/18 8:55 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500863072,4/27/18 3:41 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500925772,5/1/18 6:15 AM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0x1775160915ddbcc977fd604dcdc47bc2ba781860,1.001347844,5/3/18 9:31 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500277723,5/4/18 8:43 PM
0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.500308733,5/7/18 8:47 PM
0x564286362092d8e7936f0549571a803b203aaced,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.336,5/8/18 8:29 PM
0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0xedf9a3ab37ae377e4075bdf5c7d4b04d9eb48d4f,1.336145456,5/8/18 8:45 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xe3457148b4f535b7a42bf6aaa06c6c92a0b9f9cb,0.336,5/9/18 6:35 PM
0x148e14b3bc3e28ef99a945b1163ecfe4beb26307,0xad8f33994ec88ab208ada1d286b41c4a39515aed,244.32,4/18/18 4:26 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,244.3129488,4/18/18 4:29 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,48.44,4/18/18 5:11 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,48.4329488,4/18/18 5:15 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,46.03,4/19/18 5:17 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,46.0229488,4/19/18 5:20 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,42.61,4/20/18 5:22 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,42.6029488,4/20/18 5:25 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,39.849,4/22/18 5:26 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,39.8419488,4/22/18 5:29 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,39.011,4/23/18 5:29 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,39.0039488,4/23/18 5:32 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,40.39,4/25/18 5:35 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,40.3829488,4/25/18 5:40 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,40.24,4/26/18 5:36 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,40.2329488,4/26/18 5:40 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,37.48,4/27/18 5:38 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,37.4729488,4/27/18 5:41 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,36.65,4/29/18 1:36 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,36.6429488,4/29/18 1:39 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,37.755,5/1/18 6:11 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,37.7479488,5/1/18 6:16 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,36.898,5/2/18 6:14 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,36.8909488,5/2/18 6:17 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,32.737,5/3/18 6:19 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,32.7299488,5/3/18 6:23 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,31.776,5/4/18 6:21 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,31.7689488,5/4/18 6:27 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,34.282,5/7/18 6:29 PM
0xad8f33994ec88ab208ada1d286b41c4a39515aed,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,34.2749488,5/7/18 6:34 PM
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xad8f33994ec88ab208ada1d286b41c4a39515aed,33.886,5/8/18 6:34 PM
